assignment_id,project_id,employee_id,assigned_role,contribution_score,role,experience_years,skills,availability,category,start_date,end_date,complexity,required_skills,skill_match,xgb_clase,xgb_senior_match
A0113,P0009,1327,Sr. Network Engineer,76.3,Sr. Network Engineer,5,"['Análisis de Datos', 'Gestión de Inventario', 'Liderazgo']",Disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.2,0,0
A0114,P0009,1500,Production Technician I,64.5,Production Technician I,5,"['Mantenimiento', 'Control de Calidad', 'Negociación']",Disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.0,0,0
A0115,P0009,3899,Sr. Network Engineer,66.6,Sr. Network Engineer,3,"['HTML', 'Rutas de Distribución', 'Liderazgo']",No disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.0,0,0
A0116,P0009,3165,Production Technician I,63.1,Production Technician I,5,"['Mantenimiento', 'Calibración', 'Adaptabilidad']",No disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.0,0,0
A0117,P0009,2973,Production Technician I,61.7,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.0,0,0
A0118,P0009,3471,Area Sales Manager,63.1,Area Sales Manager,4,"['Control de Calidad', 'Calibración', 'Comunicación']",Disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.0,0,0
A0119,P0009,3716,Production Technician II,64.8,Production Technician II,2,"['Java', 'Forecasting', 'Resolución de Conflictos']",No disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.2,0,0
A0120,P0009,1339,Sr. Network Engineer,73.6,Sr. Network Engineer,3,"['Planificación', 'Control de Calidad', 'Comunicación']",No disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.0,0,0
A0121,P0009,2510,Software Engineer,69.1,Software Engineer,5,"['Redes', 'Contabilidad', 'Presentaciones']",No disponible,Finanzas,2023-11-05,2024-04-16,5,"['Análisis de Datos', 'Forecasting', 'Excel', 'Power BI', 'Contabilidad']",0.2,0,0
A0122,P0010,2228,IT Support,75.0,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0123,P0010,1617,Production Technician I,70.8,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0124,P0010,2244,IT Manager - Support,73.6,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0125,P0010,3678,Production Technician I,71.5,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0126,P0010,2932,Production Technician I,75.0,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0127,P0010,1544,Production Technician I,63.1,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0128,P0010,1838,Production Technician I,61.7,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0129,P0010,2540,Software Engineering Manager,69.4,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0130,P0010,3835,IT Support,61.0,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0131,P0010,3006,Production Technician II,72.2,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Finanzas,2024-05-23,2024-09-10,5,"['Análisis de Datos', 'Power BI']",0.0,0,0
A0132,P0011,2228,IT Support,77.8,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Operaciones,2023-11-29,2024-04-11,1,"['Control de Calidad', 'Inventario', 'Gestión de Proyectos', 'Logística']",0.0,0,0
A0133,P0011,1617,Production Technician I,79.9,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Operaciones,2023-11-29,2024-04-11,1,"['Control de Calidad', 'Inventario', 'Gestión de Proyectos', 'Logística']",0.0,0,0
A0134,P0011,2244,IT Manager - Support,75.7,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Operaciones,2023-11-29,2024-04-11,1,"['Control de Calidad', 'Inventario', 'Gestión de Proyectos', 'Logística']",0.0,0,0
A0135,P0011,3678,Production Technician I,83.2,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Operaciones,2023-11-29,2024-04-11,1,"['Control de Calidad', 'Inventario', 'Gestión de Proyectos', 'Logística']",0.25,1,0
A0136,P0011,2932,Production Technician I,77.8,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Operaciones,2023-11-29,2024-04-11,1,"['Control de Calidad', 'Inventario', 'Gestión de Proyectos', 'Logística']",0.0,0,0
A0137,P0012,3921,IT Support,52.6,IT Support,4,"['Python', 'Sistemas Operativos', 'Responsabilidad']",No disponible,Finanzas,2022-09-25,2022-11-29,2,['Power BI'],0.0,0,0
A0138,P0012,2001,Production Technician I,40.0,Production Technician I,5,"['Control de Calidad', 'Calibración', 'Negociación']",No disponible,Finanzas,2022-09-25,2022-11-29,2,['Power BI'],0.0,0,0
A0139,P0012,2854,Production Technician I,46.3,Production Technician I,2,"['Control de Calidad', 'Mantenimiento', 'Comunicación']",No disponible,Finanzas,2022-09-25,2022-11-29,2,['Power BI'],0.0,0,0
A0140,P0012,2057,Production Technician I,42.1,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Aprendizaje Rápido']",Disponible,Finanzas,2022-09-25,2022-11-29,2,['Power BI'],0.0,0,0
A0141,P0012,3052,Production Technician II,45.6,Production Technician II,4,"['ERP', 'SQL', 'Trabajo en Equipo']",No disponible,Finanzas,2022-09-25,2022-11-29,2,['Power BI'],0.0,0,0
A0142,P0012,1138,Production Technician I,48.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Análisis de Mercado']",No disponible,Finanzas,2022-09-25,2022-11-29,2,['Power BI'],0.0,0,0
A0143,P0012,3628,Production Technician II,49.1,Production Technician II,4,"['Calibración', 'Rutas de Distribución', 'Liderazgo']",Disponible,Finanzas,2022-09-25,2022-11-29,2,['Power BI'],0.0,0,0
A0144,P0013,1842,Production Technician I,67.5,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Liderazgo']",Disponible,Operaciones,2023-08-02,2023-09-03,1,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.3333333333333333,0,0
A0145,P0013,2349,Network Engineer,64.5,Network Engineer,1,"['Gestión de Inventario', 'Contabilidad', 'Resolución de Conflictos']",No disponible,Operaciones,2023-08-02,2023-09-03,1,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A0146,P0013,1215,Production Technician II,73.1,Production Technician II,4,"['Control de Calidad', 'SQL', 'Aprendizaje Rápido']",Disponible,Operaciones,2023-08-02,2023-09-03,1,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.3333333333333333,0,0
A0147,P0014,2228,IT Support,79.2,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0148,P0014,1617,Production Technician I,75.7,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0149,P0014,2244,IT Manager - Support,82.0,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,1,0
A0150,P0014,3678,Production Technician I,78.3,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.25,0,0
A0151,P0014,2932,Production Technician I,79.2,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0152,P0014,1544,Production Technician I,76.4,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0153,P0014,1838,Production Technician I,77.1,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0154,P0014,2540,Software Engineering Manager,79.8,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.25,0,0
A0155,P0014,3835,IT Support,78.5,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0156,P0014,3006,Production Technician II,81.3,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,1,0
A0157,P0014,2681,Area Sales Manager,77.8,Area Sales Manager,4,"['Seguridad Informática', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0158,P0014,3479,Area Sales Manager,84.1,Area Sales Manager,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.25,1,0
A0159,P0014,1071,Software Engineer,83.3,Software Engineer,5,"['Calibración', 'Logística', 'Adaptabilidad']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.25,1,0
A0160,P0014,2190,Production Technician II,77.1,Production Technician II,1,"['Análisis de Datos', 'HTML', 'Trabajo en Equipo']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0161,P0014,3203,Production Technician I,80.6,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Liderazgo']",No disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,1,0
A0162,P0014,1327,Sr. Network Engineer,75.7,Sr. Network Engineer,5,"['Análisis de Datos', 'Gestión de Inventario', 'Liderazgo']",Disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.0,0,0
A0163,P0014,1500,Production Technician I,82.6,Production Technician I,5,"['Mantenimiento', 'Control de Calidad', 'Negociación']",Disponible,Operaciones,2024-06-15,2024-07-29,4,"['Gestión de Proyectos', 'Control de Calidad', 'Lean', 'Logística']",0.25,1,0
A0164,P0015,2228,IT Support,81.3,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,1,0
A0165,P0015,1617,Production Technician I,82.0,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.5,1,0
A0166,P0015,2244,IT Manager - Support,76.4,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0167,P0015,3678,Production Technician I,77.8,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0168,P0015,2932,Production Technician I,80.6,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,1,0
A0169,P0015,1544,Production Technician I,79.9,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0170,P0015,1838,Production Technician I,75.7,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0171,P0015,2540,Software Engineering Manager,78.5,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0172,P0015,3835,IT Support,79.9,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0173,P0015,3006,Production Technician II,77.8,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0174,P0015,2681,Area Sales Manager,75.7,Area Sales Manager,4,"['Seguridad Informática', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0175,P0015,3479,Area Sales Manager,81.3,Area Sales Manager,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.5,1,0
A0176,P0015,1071,Software Engineer,78.5,Software Engineer,5,"['Calibración', 'Logística', 'Adaptabilidad']",No disponible,Recursos Humanos,2024-07-25,2024-11-27,4,"['Liderazgo', 'Comunicación']",0.0,0,0
A0177,P0016,2228,IT Support,76.4,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.0,0,0
A0178,P0016,1617,Production Technician I,80.6,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.0,1,0
A0179,P0016,2244,IT Manager - Support,76.4,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.0,0,0
A0180,P0016,3678,Production Technician I,79.0,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.3333333333333333,0,0
A0181,P0016,2932,Production Technician I,82.0,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.0,1,0
A0182,P0016,1544,Production Technician I,75.7,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.0,0,0
A0183,P0016,1838,Production Technician I,76.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.0,0,0
A0184,P0016,2540,Software Engineering Manager,81.8,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.3333333333333333,1,0
A0185,P0016,3835,IT Support,82.0,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Operaciones,2024-03-11,2024-09-03,2,"['Control de Calidad', 'Logística', 'Lean']",0.0,1,0
A0186,P0017,2228,IT Support,72.9,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Operaciones,2024-04-01,2024-08-22,3,"['Gestión de Proyectos', 'Logística', 'Control de Calidad']",0.0,0,0
A0187,P0017,1617,Production Technician I,64.5,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Operaciones,2024-04-01,2024-08-22,3,"['Gestión de Proyectos', 'Logística', 'Control de Calidad']",0.0,0,0
A0188,P0017,2244,IT Manager - Support,73.6,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Operaciones,2024-04-01,2024-08-22,3,"['Gestión de Proyectos', 'Logística', 'Control de Calidad']",0.0,0,0
A0189,P0017,3678,Production Technician I,65.0,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Operaciones,2024-04-01,2024-08-22,3,"['Gestión de Proyectos', 'Logística', 'Control de Calidad']",0.3333333333333333,0,0
A0190,P0017,2932,Production Technician I,69.4,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Operaciones,2024-04-01,2024-08-22,3,"['Gestión de Proyectos', 'Logística', 'Control de Calidad']",0.0,0,0
A0191,P0017,1544,Production Technician I,70.1,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Operaciones,2024-04-01,2024-08-22,3,"['Gestión de Proyectos', 'Logística', 'Control de Calidad']",0.0,0,0
A0192,P0017,1838,Production Technician I,62.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Operaciones,2024-04-01,2024-08-22,3,"['Gestión de Proyectos', 'Logística', 'Control de Calidad']",0.0,0,0
A0193,P0018,2610,Area Sales Manager,67.3,Area Sales Manager,2,"['Sistemas Operativos', 'Python', 'Comunicación']",No disponible,Ventas,2022-10-13,2023-02-09,5,['CRM'],0.0,0,0
A0194,P0018,3720,Production Technician II,64.5,Production Technician II,5,"['Gestión de Inventario', 'ERP', 'Trabajo en Equipo']",No disponible,Ventas,2022-10-13,2023-02-09,5,['CRM'],0.0,0,0
A0195,P0018,2323,Production Manager,61.0,Production Manager,3,"['JavaScript', 'Gestión de Inventario', 'Negociación']",No disponible,Ventas,2022-10-13,2023-02-09,5,['CRM'],0.0,0,0
A0196,P0018,3926,Sr. Network Engineer,70.1,Sr. Network Engineer,5,"['Rutas de Distribución', 'Análisis de Datos', 'Capacitación']",Disponible,Ventas,2022-10-13,2023-02-09,5,['CRM'],0.0,0,0
